name,url,description,number_of_members,location,notable_events,recurring_events,persons_of_interest,associated_articles,image_carousel
Patria albiges,https://cartofaf.streetpress.com/liste/patria-albiges/,"Patria albiges est un groupuscule identitaire albigeois, créé en septembre 2021, qui s’inscrit dans la dynamique de renouveau de la mouvance, quelques mois seulement après la dissolution de Génération identitaire pour notamment des discours haineux incitant à la discrimination ou à la violence envers les individus en raison de leur origine, de leur ethnie ou de leur religion. Le groupuscule a été cofondé par Clément Cabrolier, fils de l’ancien député Rassemblement national du Tarn Frédéric Cabrolier.

Patria albiges reprend peu ou prou les mêmes thématiques que celles de Génération identitaire, axant son militantisme sur la lutte contre l’immigration et le « wokisme ». En plus des thématiques, Patria albiges suit le même mode d’organisation, avec l’organisation de conférences, des entraînements sportifs et des actions médiatiques. Les Albigeois ont également repris la violence de GI. Ses cadres, dont le cofondateur et leader Clément Cabrolier et le porte-parole Lorenzo Bodino, sont accusés de plusieurs agressions à l’encontre de militants identifiés comme de « gauche ».

Le groupuscule entretient des liens avec le reste de la mouvance identitaire, mais surtout avec leurs camarades toulousains de Furie française, situés non loin d’Albi. La connexion est forte : les deux groupuscules ont organisé des conférences ensemble, ont fêté leur rentrée militante 2023 lors d’un week-end commun, et les militants des deux groupes font des allers-retours entre les villes pour s’entraider.

Certains membres de Patria albiges sont par ailleurs actifs au sein d’Argos, mouvement qui s’est monté suite à la dissolution de Génération identitaire, pour rassembler la mouvance identitaire française.",Une vingtaine,Albi,"Le 25 octobre 2021, deux militants albigeois sont agressés violemment par trois personnes liées à Patria albiges, l’un d’eux finissant aux urgences.",,Clément Cabrolier|Lorenzo Bodino,"A Albi, un groupe d’extrême droite en roue libre (https://www.liberation.fr/politique/a-albi-un-groupe-dextreme-droite-en-roue-libre-20230929_LWX6FTJOM5DL3B64XFMPTTPFNU/)",https://cartofaf.streetpress.com/images/groups/patria-albiges/logo.webp|https://cartofaf.streetpress.com/images/groups/patria-albiges/photos/photo-1.webp|https://cartofaf.streetpress.com/images/groups/patria-albiges/photos/photo-2.webp|https://cartofaf.streetpress.com/images/groups/patria-albiges/photos/photo-3.webp|https://cartofaf.streetpress.com/images/groups/patria-albiges/photos/photo-4.webp|https://cartofaf.streetpress.com/images/groups/patria-albiges/photos/photo-5.webp|https://cartofaf.streetpress.com/images/groups/patria-albiges/news/liberation.webp
Quercus Rodumnae,https://cartofaf.streetpress.com/liste/quercus-rodumnae/,"Entre raids aux allures survivalistes, conférences sur l’évangélisation et pèlerinage de Chartres, Quercus Rodmunae, lancé début 2025, revendique comme beaucoup de groupuscules similaires d’être une « communauté enracinée », plutôt discrète. Ses membres se sont livrés à quelques collages nocturnes dans les rues de Roanne au cours de l’année.",Roanne,,"Ils ont participé à l’édition 2025 du pèlerinage de Chartres, grand rassemblement annuel des traditionalistes et des intégristes français.",,NOMBRE DE MEMBRES — Une dizaine,,https://cartofaf.streetpress.com/images/groups/quercus-rodumnae/logo.webp
Rébellion OSRE,https://cartofaf.streetpress.com/liste/rebellion-osre/,"Rébellion OSRE – pour Organisation révolutionnaire socialiste européenne – est un groupuscule créé en 2002 d’orientation « national-bolchévique » – les fameux « rouge-brun » –, c’est-à-dire tentant de faire l’alliance entre des idées venues du communisme et du nationalisme. Rébellion-OSRE revendique le dépassement des clivages gauche-droite et défend le socialisme, le nationalisme ou l’anticapitalisme d’une même voix, en témoigne leur slogan « Patrie-Socialisme-Autonomie ». Parmi ses cadres, on retrouve d’anciens identitaires ou membres d’Unité radicale, mouvement néofasciste qui a été dissous en 2002 après la tentative d’assassinat de Jacques Chirac par un de ses membres, Maxime Brunerie.

L’OSRE publie et vend sur son site sa propre revue baptisée Rébellion, qui compte une centaine de numéros à l’heure actuelle et qui ouvre ses colonnes à Alain de Benoist ou Lucien Cerise, proche d’Alain Soral. Le site de l’OSRE vend également les ouvrages des Éditions des Livres Noirs, affiliées à Rébellion, qui sont dans la même lignée idéologique. Si certains de leurs membres semblent basés dans le Sud-Ouest, la portée de Rébellion OSRE peut aller jusque dans les campus de Belgique, comme en témoigne cet article.","Toulouse, Internet",,,,NOMBRE DE MEMBRES — Leur nombre est très difficile à évaluer.,,https://cartofaf.streetpress.com/images/groups/rebellion-osre/logo.webp
RED Angers,https://cartofaf.streetpress.com/liste/red-angers/,"Le Rassemblement des étudiants de droite (Red) est un groupuscule nationaliste-révolutionnaire basé à Angers. Faux-nez des nationaux-catholiques de l’Alvarium, groupe dissous en 2021, le Red existe depuis une dizaine d’années, mais s’est mis en sommeil à la création de l’Alvarium en 2017. Il reprend le nom d’un autre faux-nez, utilisé par le Gud au début des années 2000 pour se présenter aux élections universitaires dans plusieurs villes.

Le Red Angers compte dans ses rangs les mêmes militants que l’Alvarium, à la différence peut-être que Jean-Eudes Gannat, ancien porte-parole & fondateur de l’Alvarium, s’est mis en retrait de la direction du Red pour fonder le Mouvement chouan, bien qu’il milite également avec ses anciens comparses. Des membres de la Cocarde sont également présents au sein du Red.

Les militants du Red, qui poursuivent les mêmes activités que l’Alvarium, reprennent aussi les méthodes violentes de l’organisation dissoute, n’hésitant pas à agresser des lieux étiquetés « de gauche » ou des manifestants.",20 à 30,Angers,"En juin 2022, plusieurs militants du Red débarquent derrière une banderole anti-IVG et antisémite lors d’un rassemblement pour la défense du droit à l’IVG « Avortement de masse = solution finale ».",,"Jean-Eudes Gannat — Fils d’un ancien cadre du RN, il participe à de nombreux groupes qui mêlent catholiques intégristes, identitaires et néofascistes.|Aurélien Flottes","L’Alvarium continue ses activités malgré la menace de reconstitution de ligue dissoute (https://www.streetpress.com/sujet/1705591621-alvarium-dissolution-extreme-droite-activites-menace-reconstitution-ligue-infraction-darmanin)|À Nantes, des néonazis menés par un récidiviste attaquent un bar (https://www.streetpress.com/sujet/1745916275-nantes-neonazis-recidiviste-attaquent-bar-violences-extreme-droite-neonazis-red)",https://cartofaf.streetpress.com/images/groups/red-angers/logo.webp|https://cartofaf.streetpress.com/images/groups/red-angers/news/streetpress.webp|https://cartofaf.streetpress.com/images/groups/red-angers/news/streetpress.webp
Remes patriam,https://cartofaf.streetpress.com/liste/remes-patriam/,"Nés en 2022 du rebranding d’une section locale de l’Action française, les Rémois de Remes patriam aiment les longues marches en forêt, le catholicisme, la natalité, la bagarre et le conspirationnisme. Le groupuscule, composé d’anciens de l’AF mais aussi de Génération Z, s’est fait connaître du grand public à Reims lorsque le préfet de la Marne a tenté d’interdire une conférence d’un auteur antisémite et conspirationniste, Lucien Cerise, en octobre 2023.

Quelques mois avant, les militants de Remes patriam, aux côtés de l’Uni et de la Cocarde, avaient tenté d’empêcher le blocage de Sciences Po Reims par des étudiants mobilisés contre la réforme des retraites, à coups de poing, d’intimidations à domicile et de saluts nazis.

Proches, évidemment, des hooligans néonazis remois des MesOs, certains membres de Remes patriam ont fait le déplacement pour la manifestation annuelle du C9M à Paris en 2024.",Ils sont une quinzaine.,Reims,"Ils ont tenté un déblocage de Sciences Po Reims en avril 2023, événement durant lequel un étudiant du MJCF a été frappé.",,Jules Bertin|Pierre-Alban Blin,Menaces d’extrême droite contre le blocage de Sciences Po (https://lahorde.info/Menaces-d-extreme-droite-contre-le-blocage-de-Sciences-Po)|Nouvelle vitrine du complotisme et de l’antisémitisme à la française (https://lahorde.info/Nouvelle-vitrine-du-complotisme-et-de-l-antisemitisme-a-la-francaise),https://cartofaf.streetpress.com/images/groups/remes-patriam/logo.webp|https://cartofaf.streetpress.com/images/groups/remes-patriam/news/lahorde.webp|https://cartofaf.streetpress.com/images/groups/remes-patriam/news/lahorde.webp
Réseau Pythagore,https://cartofaf.streetpress.com/liste/reseau-pythagore/,"Ovni chez les radicaux d’extrême droite, les militants du réseau Pythagore sont des activistes animalistes qui ont choisi leur nom en référence au mathématicien grec qui serait un des pionniers du végétarisme. Animaliste mais pas antispéciste, le militantisme du réseau Pythagore se concentre depuis 2022 sur des thématiques chères à l’extrême droite islamophobe, notamment l’abattage rituel. Dans sa galaxie idéologique, on retrouve pêle-mêle des nationalistes à la limite du néonazisme, des suprémacistes, des militantes « femellistes » ou anti-trans… Il y a aussi dans ses rangs un militant de l’Edelweiss, groupuscule héritier du Bastion social à Chambéry.",Ils sont entre 10 et 20.,"Annecy, Chambéry, Mulhouse","Fin mars 2025, 17 membres du réseau Pythagore ont manifesté entièrement masqué pendant deux heures devant le Gueuleton, un restaurant de viandes du 17e arrondissement de Paris.",,Bastien C.|Landry Guillaumet (qui milite sous le pseudonyme Jean Croix-Zad),Animalistes : Le réseau Pythagore aime les animaux mais pas les musulmans et les LGBTQI+ (https://www.streetpress.com/sujet/1709136505-animalistes-antispecistes-reseau-pythagore-animaux-musulmans-lgbt-extreme-droite)|Paris : des amendes requises contre 16 militants antispécistes ayant manifesté devant le restaurant Gueuleton (https://www.leparisien.fr/paris-75/paris-des-amendes-requises-contre-16-militants-antispecistes-ayant-manifeste-devant-le-restaurant-gueuleton-24-03-2025-ZS5J5A6O6ZBPXA74NPASM5PZ3Q.php),https://cartofaf.streetpress.com/images/groups/reseau-pythagore/logo.webp|https://cartofaf.streetpress.com/images/groups/reseau-pythagore/photos/photo-1.webp|https://cartofaf.streetpress.com/images/groups/reseau-pythagore/photos/photo-2.webp|https://cartofaf.streetpress.com/images/groups/reseau-pythagore/photos/photo-3.webp|https://cartofaf.streetpress.com/images/groups/reseau-pythagore/news/streetpress.webp|https://cartofaf.streetpress.com/images/groups/reseau-pythagore/news/leparisien.webp
Roazhon 1901,https://cartofaf.streetpress.com/liste/roazhon-1901/,"Depuis au moins 2016, les indeps du Stade Rennais aiment, comme tous les hooligans, le football et les fights en forêt. Mais ils sont présents dans le stade de leur équipe, en virage, et sont en bons termes avec les ultras locaux. Ils aiment aussi le nazisme, et plusieurs d’entre eux militent dans des groupuscules d’extrême droite radicale. Le plus connu de leur membre a été Maxime « Orsu Corsu » Bellamy, néonazi rendu célèbre par son passage au KOTS, fight club clandestin quasiment sans règles, organisé par des hooligans suédois. Un autre, François-Xavier Canot, milite chez les néofascistes rennais de l’Oriflamme.

Les Roazhon 1901 entretiennent des amitiés avec les hooligans néonazis parisiens de Jeunesse Boulogne, les Tourangeaux du Turone squad, ou encore les Toulousains de la Camside Tolosa.

Comme de nombreux groupes hooligans, ils ont peu de présence sur les réseaux sociaux. Un compte de fans du Stade Rennais s’appelle bien Roazhon 1901 mais il semble n’avoir aucun lien avec le groupe hooligan et n’en fait pas la promotion.",Ils sont une vingtaine.,Rennes,,,"Maxime Bellamy — Ancien membre, désormais dans les sports de combat|François-Xavier Canot","Maxime Bellamy, freefighter néonazi, hooligan et militaire français (https://www.streetpress.com/sujet/1662996573-maxime-bellamy-freefighter-neonazi-hooligan-rennes-militaire-francais-combat-violences-zouaves-extreme-droite-mma)|La carte des hooligans en France (https://www.streetpress.com/sujet/1664374761-carte-hooligans-france-extreme-droite-lequipe-police-clubs-lfp-football-fights-neonazis)|Six jeunes militants d’extrême droite jugés pour violences en réunion en Bretagne (https://www.streetpress.com/sujet/1727346493-six-jeunes-militants-extreme-droite-tribunal-jugement-proces-violences-festival-bretagne-ultras-rennes-korrigans-neonazis)",https://cartofaf.streetpress.com/images/groups/roazhon-1901/logo.webp|https://cartofaf.streetpress.com/images/groups/roazhon-1901/photos/photo-1.webp|https://cartofaf.streetpress.com/images/groups/roazhon-1901/photos/photo-2.webp|https://cartofaf.streetpress.com/images/groups/roazhon-1901/photos/photo-3.webp|https://cartofaf.streetpress.com/images/groups/roazhon-1901/photos/photo-4.webp|https://cartofaf.streetpress.com/images/groups/roazhon-1901/news/streetpress.webp|https://cartofaf.streetpress.com/images/groups/roazhon-1901/news/streetpress.webp|https://cartofaf.streetpress.com/images/groups/roazhon-1901/news/streetpress.webp
Romulus & Rémus,https://cartofaf.streetpress.com/liste/romulus-remus/,"Romulus et Remus est une association fondée en 2023 qui organise des événements, que ce soient des conférences ou des « apéritifs-culture », faisant la promotion de la « culture européenne ». L’association organise tous ses événements au Parloir du Colombier – où l’association est même enregistrée –, parloir chrétien du 6ème arrondissement de Paris accueillant depuis plusieurs années les événements de nombreux groupuscules radicaux, comme ceux des néofascistes de Luminis.

Parmi les personnalités que l’association a reçues, on retrouve par exemple Lucien Cerise, auteur complotiste de la mouvance soralienne, ou Rodolphe Cart, auteur affilié à la Nouvelle Droite, proche du Gud et candidat suppléant pour le Rassemblement national aux élections législatives anticipées de 2024 à Paris.

Le groupe est représenté dans les médias d’extrême droite par l’avocat Mathieu Sassi, qui défend les identitaires via l’ASLA, mais aussi les néofascistes des Hussards Paris, héritiers du GUD.",Moins d’une dizaine.,Paris,,"Ils organisent des « apéritifs-culture » chaque jeudi au Parloir du Colombier, dans le 6ème arrondissement de Paris.",Mathieu Sassi — Président et avocat au barreau de Paris,,https://cartofaf.streetpress.com/images/groups/romulus-remus/logo.webp
Rutènes,https://cartofaf.streetpress.com/liste/rutenes/,"Bien connectés, les militants aveyronnais des Rutènes ont bénéficié d’une promotion intensive de la part du reste de la mouvance lors de leur lancement en mai 2025. Ils sont particulièrement proches des identitaires de Patria albiges et d’anciens de Génération identitaire comme Jérémie Piano. Depuis leur création, ils se sont notamment rendus en Autriche pour une manifestation anti-immigration, et ont tenu un stand au « Festival du bien commun » des catholiques intégristes d’Academia Christiana en août 2025.",Rodez,,,,NOMBRE DE MEMBRES — Moins de dix,,https://cartofaf.streetpress.com/images/groups/rutenes/logo.webp
Soissons solidaires,https://cartofaf.streetpress.com/liste/soissons-solidaires/,"Le groupuscule Soissons Solidaire s’est créé dans le courant de l’année 2023. Revendiquant une idéologique nationaliste-révolutionnaire, ils alternent entre maraudes à destination des « leurs » – comprendre les blancs –, et collages d’affiches dans la ville.",Soissons,,"En juin 2023, la permanence locale du Parti communiste français est dégradée pendant la nuit – barrières de chantier empilées devant l’entrée et boîte aux lettres défoncée –, et des stickers du groupuscule sont retrouvés collés sur la façade.",,NOMBRE DE MEMBRES — Moins de 10,,https://cartofaf.streetpress.com/images/groups/soissons-solidaires/logo.webp
Solidarité Arménie,https://cartofaf.streetpress.com/liste/solidarite-armenie/,"Solidarité Arménie est une association créée en 2018 dont l’objectif est d’apporter une aide aux Arménien « les plus en difficulté, notamment les agriculteurs et les habitants des villages », et de « sauver l’héritage culturel [de ce] peuple ». L’association souhaite notamment défendre l’identité chrétienne des Arméniens face aux pays voisins musulmans comme l’Azerbaïdjan, l’Arménie étant vue comme un rempart pour l’Europe. L’association entretient de forts liens avec la mouvance néofasciste : son président Jean-Armand Komchouyan est très proche des militants angevins de feu l’Alvarium, dont l’ancien leader Jean-Eudes Gannat, qui n’est autre que le coprésident de l’association.",Une dizaine,Internet,"L’association s’est rendue à plusieurs reprises en Arménie pour y apporter de l’aide humanitaire, achetée avec des dons.",,"Jean-Armand Komchouyan|Xavier Maire|Jean-Eudes Gannat — Fils d’un ancien cadre du RN, il participe à de nombreux groupes qui mêlent catholiques intégristes, identitaires et néofascistes.",,https://cartofaf.streetpress.com/images/groups/solidarite-armenie/logo.webp
Sophia Polis,https://cartofaf.streetpress.com/liste/sophia-polis/,"Sophia Polis est une organisation catholique intégriste créée en 2019. L’organisation, dont le slogan est « Savoir et bâtir », a pour objectif de construire des « communautés enracinées spirituellement, moralement, culturellement, concrètement », s’opposant à la « société de marché ». 

L’association catholique, dont le siège est basé dans le Bourbonnais, est également présente dans quatre villes – Clermont-Ferrand, Dijon, Lyon et Paris –, où des équipes de l’association organisent des conférences mensuelles. L’association propose différents clubs, de la danse traditionnelle aux jeux de société, en passant par le scoutisme, et développe également un « comptoir coopératif » qui promeut des produits locaux (vin, bières…). L’association ne cache néanmoins pas sa radicalité et promeut l’écrivain collaborationniste Robert Brasillach en imprimant l’une de ses citations sur leurs sweat-shirts. Ses invités le sont tout autant : depuis sa création, elle a reçu pêle-mêle l’influenceur Baptiste Marchais, l’ex-présidente de l’Association des amis de Rivarol et soutien du négationniste Vincent Reynouard Anne Brassié, la porte-parole de la Marche pour la Vie Aliette Espieux ou encore l’intellectuel ethnodifférentialiste Jean-Yves Le Gallou.","Ils ont un noyau dur de bénévoles d’une trentaine de personnes, mais peuvent compter jusqu’à cent personnes pour le banquet de fin d’université d’été.","Dijon, Clermont-Ferrand, Lyon, Paris",,"L’université d’été de Sophia Polis : chaque année, l’organisation se regroupe dans le Bourbonnais pour une semaine axée sur l’enracinement, mélangeant conférences, messes et ateliers manuels.|L’université d’automne de Sophia Polis reprend le modèle de l’université d’été mais se déroule sur un week-end.",Guillaume Poliste|Baudouin de Geyer d’Orth,,https://cartofaf.streetpress.com/images/groups/sophia-polis/logo.webp
SOS calvaires,https://cartofaf.streetpress.com/liste/sos-calvaires/,"Rechristianiser la France, un calvaire à la fois, c’est le projet de SOS calvaires. Un calvaire, c’est une grande croix, le plus souvent en bois. Il y en a beaucoup en France, certains en meilleur état que d’autres, mais pas assez aux yeux de SOS calvaires, qui a pour objectif de « produire des croix en masse et les diffuser dans toute la France » pour lutter contre « l’islamisation » de l’Hexagone.

Une initiative qui plaît bien aux influenceurs d’extrême droite comme les Youtubeurs Baptiste Marchais et Valek, aux partis politiques et aux radicaux de tout poil, royalistes comme nationalistes. SOS calvaires séduit presque toute l’extrême droite française. Elle est financée par le média Valeurs actuelles, la Nuit du Bien Commun du milliardaire d’extrême droite Pierre-Edouard Stérin, ou même par les ultras lyonnais des Bad Gones. Ces derniers ont remis un chèque en avril 2024 à l’asso, qui était alors représentée par Sixtine Bonfils, une ex-candidate Reconquête aux élections législatives de 2022.

Depuis l’automne 2021, la croissance de SOS calvaires est exponentielle. L’association a ouvert 45 antennes sur le territoire et comptait trois salariés en 2022.",Ils revendiquent 300 bénévoles.,Le Lion-d’Angers,,,Alexandre Caillé|Julien Le Page,"SOS Calvaires, l’association qui veut évangéliser nos paysages (https://www.streetpress.com/sujet/1669129969-sos-calvaires-association-evangeliser-paysages-croix-geantes-catholiques-chretiens-extreme-droite-fachosphere)|Les bénévoles de SOS Calvaires sont-ils des « cathos tradis » un peu trop à droite ? (https://www.ouest-france.fr/pays-de-la-loire/maine-et-loire/maine-et-loire-les-benevoles-de-sos-calvaires-sont-ils-des-cathos-tradis-un-peu-trop-a-droite-0c6190d8-cffa-11ee-89c0-6cefac77e04a)|OL : Les Bad Gones ont-ils fait un don à une association liée à l’extrême droite ? (https://www.20minutes.fr/sport/football/ligue-1/4089051-20240430-ol-bad-gones-fait-don-association-liee-extreme-droite)",https://cartofaf.streetpress.com/images/groups/sos-calvaires/logo.webp|https://cartofaf.streetpress.com/images/groups/sos-calvaires/photos/photo-1.webp|https://cartofaf.streetpress.com/images/groups/sos-calvaires/news/streetpress.webp|https://cartofaf.streetpress.com/images/groups/sos-calvaires/news/ouestfrance.webp|https://cartofaf.streetpress.com/images/groups/sos-calvaires/news/20minutes.webp
South side Lyon,https://cartofaf.streetpress.com/liste/south-side-lyon/,"La South side Lyon (SSL) a été créée en 2019. Ce « groupe » d’indépendants, présent dans le Virage Sud du Groupama Stadium, fournit le plus gros contingent d’hooligans lyonnais et participent à des combats organisés en dehors du stade. Leur logo représente Guignol, la célèbre marionnette lyonnaise, tenant sa garde les poings serrés.

Plusieurs de leurs membres sont liés à la mouvance d’extrême droite lyonnaise, des identitaires aux néonazis, et certains ont notamment participé à des actions du Guignol squad ces dernières années. On retrouve notamment dans les rangs de la SSL Renaud Mannheim, ancien leader de la section locale du Blood and Honour, un réseau international dont la branche française a été dissoute en 2019, et aujourd’hui chanteur d’un groupe reprenant la totenkopf nazie dans son logo.",Une centaine,Lyon,,,Renaud Mannheim,,https://cartofaf.streetpress.com/images/groups/south-side-lyon/logo.webp|https://cartofaf.streetpress.com/images/groups/south-side-lyon/photos/photo-1.webp
Souvenir normand,https://cartofaf.streetpress.com/liste/souvenir-normand/,"Souvenir Normand est un collectif identitaire fondé dans le courant de l’année 2022 qui promeut l’identité normande au travers notamment de randonnées dans la région. Parmi ses membres, plusieurs sont passés par les rangs de l’organisation dissoute Génération identitaire et militent aujourd’hui dans ceux du groupuscule rouennais des Normaux, l’ancienne section locale des zids. Le collectif est également proche d’Academia Christiana : il a participé à plusieurs universités d’été du mouvement, et Victor Aubert, le président-fondateur, a participé à la première randonnée du collectif dans l’Orne fin 2022. Le collectif a récemment lancé son cercle pour « assurer une formation intellectuelle » à ses membres.",Rouen,,,,NOMBRE DE MEMBRES — Une dizaine,,https://cartofaf.streetpress.com/images/groups/souvenir-normand/logo.webp
Strasbourg Offender,https://cartofaf.streetpress.com/liste/strasbourg-offender/,"Le groupe d’hooligans néonazis des Strasbourg offender s’est créé depuis au moins 2015 via d’anciens Meinau Boys ou des membres du Gud. Ces hools racistes et antisémites ont également formé le cœur du Bastion social local. Un de leurs membres, Valentin Linder, a même été le chef national de ce mouvement néofasciste dissous par le gouvernement en 2019. Comme beaucoup d’hooligans, ils organisent des combats avec d’autres groupes violents et sont souvent accompagnés par les Brizak Nancy, leur principal allié. Un des ces hooligans a été mis en examen en 2022 pour trafic d’armes illégal. L’hypothèse de leur dissolution a été abordée par la ministre des Sports en décembre 2023, avant d’être lancée et actée en septembre 2025.",Au moins une vingtaine.,Strasbourg,Ils ont tenté de faire une attaque raciste contre des supporters marocains lors de la Coupe du monde 2022.,,Philippe Cavaleri|Valentin Linder,"La carte des hooligans en France (https://www.streetpress.com/sujet/1664374761-carte-hooligans-france-extreme-droite-lequipe-police-clubs-lfp-football-fights-neonazis)|Les Strasbourg Offender, ces hooligans agressifs que le Racing tolère (https://www.streetpress.com/sujet/1573037759-strasbourg-offender-hooligans-agressifs-racing-tolere-extreme-droite)|Ces hooligans néonazis qui squattent les tribunes des stades de foot (https://www.streetpress.com/sujet/1578306554-hooligans-neonazis-squattent-tribunes-stades-foot-extreme-droite-antisemites)|À Reims, 120 hooligans néonazis se tapent entre eux pour le plaisir (https://www.streetpress.com/sujet/1647267748-reims-120-hooligans-neonazis-fight-strasbourg-zouaves-offender-kob-boulogne)|Le groupe de hooligans Strasbourg Offender a été dissous par le gouvernement (https://www.lequipe.fr/Football/Actualites/Le-groupe-de-hooligans-strasbourg-offender-a-ete-dissous-par-le-gouvernement/1591690)",https://cartofaf.streetpress.com/images/groups/strasbourg-offender/logo.webp|https://cartofaf.streetpress.com/images/groups/strasbourg-offender/photos/photo-1.webp|https://cartofaf.streetpress.com/images/groups/strasbourg-offender/photos/photo-2.webp|https://cartofaf.streetpress.com/images/groups/strasbourg-offender/news/streetpress.webp|https://cartofaf.streetpress.com/images/groups/strasbourg-offender/news/streetpress.webp|https://cartofaf.streetpress.com/images/groups/strasbourg-offender/news/streetpress.webp|https://cartofaf.streetpress.com/images/groups/strasbourg-offender/news/streetpress.webp|https://cartofaf.streetpress.com/images/groups/strasbourg-offender/news/lequipe.webp
Strasbourg royaliste – Action légitimiste,https://cartofaf.streetpress.com/liste/strasbourg-royaliste-action-legitimiste/,"Strasbourg royaliste fait partie du Cercle d’action légitimiste (CAL), une association royaliste légitimiste. C’est-à-dire qu’elle milite pour le rétablissement de la royauté en France et fait la promotion de la royauté traditionnelle en oeuvrant à l’accession au trône de l’aîné des Capétiens et chef de la maison de Bourbon. Depuis la fin des années 1980, c’est Louis de Bourbon, désigné sous le nom de Louis XX, qui prétend aux trônes de France et de Navarre pour les légitimistes.

Le CAL, contre-révolutionnaire, s’oppose de fait aux orléanistes de l’Action française, autre mouvement royaliste français qui défend l’accession au Jean IV d’Orléans, comte de Paris, dans le cadre d’une monarchie constitutionnelle. Le Cercle d’action légitimiste revendique des antennes dans plusieurs départements avec des groupes comme Strasbourg royaliste, Vannes royaliste, Lille royaliste, Bordeaux royaliste ou Nancy royaliste. Ils ne font cependant pas vraiment d’actions notables, ils organisent quelques collages ou conférences et participent à des processions religieuses ou manifestations royalistes ou catholiques, comme la marche pour la vie. Leur militantisme n'est pas très développé en dehors des réseaux sociaux.",Strasbourg,,,,"NOMBRE DE MEMBRES — Le mouvement général, l’Action légitimiste, possède au total environ une centaine de membres.",,https://cartofaf.streetpress.com/images/groups/strasbourg-royaliste-action-legitimiste/logo.webp
Talion Brest,https://cartofaf.streetpress.com/liste/talion-brest/,"Présents lors des manifestations violentes à Saint-Brévin-les-Pins en avril 2023, les quelques membres de Talion seraient également responsables de l’agression d’un homme en marge d’un meeting de la France Insoumise en mars 2023, ainsi que d’agressions de SDF et de passants autour du port de Brest en mai 2023.",Brest,,"Fin avril 2023, ils participent à un grand rassemblement de néofascistes à Saint-Brévin (44).",,NOMBRE DE MEMBRES — Ils sont une dizaine.,,https://cartofaf.streetpress.com/images/groups/talion-brest/logo.webp|https://cartofaf.streetpress.com/images/groups/talion-brest/photos/photo-1.webp
